stichtag;jahr;stat_id;stat_name;HH_insgesamt;EinPersonenHaushalte;ZweiPersonenHaushalte;DreiOderMehrPersonenHaushalte;HH_keineKinder;Haushalt_mitKindern_insgesamt;HH_ein_Kind;HH_zwei_Kinder;HH_drei_oder_mehrKindern;HH_EhePaareohneKinder_evtl_weiterePersonen;HH_EhePaaremitKindern_evtl_weiterePersonen;HH_Alleinerziehende_ohne_weiterePersonen;HH_SonstigeMehrpersonenhaushalte
31122020;2020;5711000001;Alt- und Neustadt;1984;1427;394;163;1837;147;98;42;7;354;106;29;68
31122020;2020;5711000002;Kesselbrink;1869;1273;389;207;1707;162;84;47;31;337;124;26;109
31122020;2020;5711000003;Pauluskirche;2701;1725;584;392;2374;327;161;112;54;511;223;75;167
31122020;2020;5711000004;Dürkopp;1651;997;386;268;1422;229;131;66;32;344;171;44;95
31122020;2020;5711000005;Landgericht;2094;1333;488;273;1857;237;145;68;24;440;179;48;94
31122020;2020;5711000006;Siegfriedplatz (inkl. Upmannstift);6946;4246;1631;1069;6017;929;537;326;66;1481;705;180;334
31122020;2020;5711000007;Nordpark;2378;1525;484;369;2056;322;157;111;54;411;230;72;140
31122020;2020;5711000008;Stadtwerke;1641;1062;346;233;1444;197;103;50;44;312;128;58;81
31122020;2020;5711000009;Güterbahnhof-Ost;1411;751;379;281;1162;249;114;80;55;335;207;27;91
31122020;2020;5711000010;Hammer-Mühle;6314;3549;1582;1183;5289;1025;522;359;144;1403;778;207;377
31122020;2020;5711000011;Königsbrügge (i.Betriebs. Sieker);4731;2541;1296;894;3922;809;436;282;91;1162;573;195;260
31122020;2020;5711000012;Brands Busch;1503;833;395;275;1290;213;101;82;30;397;180;27;66
31122020;2020;5711000013;Stauteiche (inkl. Großmarkt);2418;1158;694;566;1951;467;226;165;76;668;340;106;146
31122020;2020;5711000014;Heeper Fichten;5929;3313;1512;1104;4964;965;487;315;163;1326;689;243;358
31122020;2020;5711000015;Fuhrpark (inkl. Kammerratsheide);1739;966;420;353;1426;313;147;105;61;366;232;70;105
31122020;2020;5711000016;Bauerschaft Schildesche;800;331;217;252;589;211;91;70;50;209;159;46;55
31122020;2020;5711000117;Vorwerk Schildesche;3294;1420;975;899;2553;741;342;274;125;956;583;132;203
31122020;2020;5711000118;Schildesche;1226;602;356;268;1017;209;101;71;37;352;163;35;74
31122020;2020;5711000119;Johannesstift;1934;916;553;465;1578;356;175;126;55;570;281;58;109
31122020;2020;5711000120;Sudbrack;4967;2759;1299;909;4238;729;378;256;95;1261;575;130;242
31122020;2020;5711000121;Untertheesen;2968;1457;868;643;2484;484;258;160;66;884;384;82;161
31122020;2020;5711000122;Bültmannskrug;983;496;303;184;849;134;64;49;21;319;115;15;38
31122020;2020;5711000123;Gellershagen;3657;2000;949;708;3013;644;374;204;66;846;482;143;186
31122020;2020;5711000124;Bültmannshof;2298;1085;706;507;1849;449;223;186;40;646;341;84;142
31122020;2020;5711000125;Universität (inkl. Sieben Hügel);1184;741;310;133;1081;103;40;45;18;312;97;4;30
31122020;2020;5711000226;Johannistal;1383;674;407;302;1135;248;136;78;34;402;202;39;66
31122020;2020;5711000227;Bethel;1179;692;284;203;1027;152;67;64;21;249;113;32;93
31122020;2020;5711000228;Eggeweg (inkl. Osningpaß);2661;1361;676;624;2189;472;227;173;72;671;397;64;168
31122020;2020;5711000329;Rosenhöhe;1384;651;421;312;1148;236;109;99;28;429;179;44;81
31122020;2020;5711000330;Kammerich;3436;1722;878;836;2739;697;352;236;109;839;540;126;209
31122020;2020;5711000331;Frerks Hof;1550;783;394;373;1279;271;134;86;51;418;194;60;95
31122020;2020;5711000332;Brackwede-Mitte;1324;672;383;269;1104;220;109;84;27;369;171;38;74
31122020;2020;5711000333;Bahnhof-Brackwede;1524;666;426;432;1202;322;156;103;63;437;241;70;110
31122020;2020;5711000334;Kupferhammer;610;248;195;167;480;130;61;56;13;206;94;32;30
31122020;2020;5711000335;Brock (inkl. Südwestfeld);2202;893;661;648;1727;475;219;174;82;712;389;72;136
31122020;2020;5711000336;Ummeln (inkl. Holtkamp);3374;1349;1087;938;2664;710;352;242;116;1105;546;144;230
31122020;2020;5711000337;Kupferheide;1087;308;340;439;758;329;154;123;52;386;282;34;77
31122020;2020;5711000338;Quelle;3057;1177;897;983;2316;741;350;288;103;988;596;111;185
31122020;2020;5711000439;Hoberge-Uerentrup (i. Wolfskuhle);1767;701;603;463;1399;368;177;157;34;625;316;43;82
31122020;2020;5711000440;Pappelkrug (inkl. Wellensiek);2723;1425;769;529;2286;437;212;166;59;740;333;84;141
31122020;2020;5711000441;Großdornberg (inkl. Kirchdornberg);1528;734;476;318;1288;240;121;94;25;484;190;40;80
31122020;2020;5711000442;Babenhausen-Ost;1011;513;321;177;867;144;69;65;10;315;123;16;44
31122020;2020;5711000443;Babenhausen;1563;645;469;449;1210;353;153;146;54;489;310;40;79
31122020;2020;5711000444;Niederdornberg-Schröttinghausen;1222;370;462;390;925;297;148;110;39;475;237;43;97
31122020;2020;5711000545;Jöllenbeck-West;2567;881;911;775;2004;563;271;232;60;969;466;74;177
31122020;2020;5711000546;Jöllenbeck-Ost;3804;1306;1214;1284;2836;968;403;374;191;1302;771;148;277
31122020;2020;5711000547;Theesen;2011;774;711;526;1639;372;187;136;49;783;308;53;93
31122020;2020;5711000548;Vilsendorf;1910;690;584;636;1443;467;195;198;74;663;403;50;104
31122020;2020;5711000649;Grafenheide;1975;688;614;673;1471;504;223;200;81;670;423;73;121
31122020;2020;5711000650;Lämmkenstatt;1370;451;469;450;1030;340;147;133;60;506;289;39;85
31122020;2020;5711000651;Welscher (inkl. Jerrendorf);796;330;249;217;624;172;96;50;26;247;140;24;55
31122020;2020;5711000652;Baumheide (inkl. Halhof);3390;1318;961;1111;2468;922;379;289;254;902;685;199;286
31122020;2020;5711000653;Milse;2518;767;777;974;1837;681;307;219;155;917;560;91;183
31122020;2020;5711000654;Altenhagen;2107;688;679;740;1555;552;248;198;106;719;433;99;168
31122020;2020;5711000655;Windwehe (inkl. Brönninghausen);2279;733;737;809;1724;555;243;223;89;859;487;57;143
31122020;2020;5711000656;Tieplatz;1177;546;377;254;977;200;104;58;38;356;155;32;88
31122020;2020;5711000657;Heeper Holz;3124;1327;1010;787;2492;632;349;210;73;993;499;117;188
31122020;2020;5711000658;Oldentrup-West (i. Oldentrup-Ost);2077;755;676;646;1579;498;219;168;111;707;395;86;134
31122020;2020;5711000759;Dingerdissen;1583;479;513;591;1159;424;194;172;58;611;354;47;92
31122020;2020;5711000760;Ubbedissen (inkl. Lämershagen);1393;464;451;478;1057;336;153;126;57;522;297;32;78
31122020;2020;5711000761;Hillegossen;2607;976;844;787;2028;579;288;197;94;895;459;95;182
31122020;2020;5711000762;Stieghorst stb;4610;1963;1443;1204;3648;962;466;327;169;1419;738;186;304
31122020;2020;5711000763;Sieker;2423;962;684;777;1760;663;271;218;174;649;490;141;181
31122020;2020;5711000764;Rütli (inkl. Lonnerbach);2237;1040;666;531;1848;389;172;147;70;677;305;66;149
31122020;2020;5711000865;Dalbke;913;268;283;362;664;249;111;90;48;347;215;25;58
31122020;2020;5711000866;Eckardtsheim;1545;593;463;489;1192;353;143;133;77;511;285;57;99
31122020;2020;5711000867;Südstadt;1959;770;598;591;1462;497;205;185;107;568;370;90;161
31122020;2020;5711000868;Sennestadt (Sennest.-I.,Wrachtr.L.);5614;2455;1642;1517;4387;1227;567;417;243;1621;940;229;369
31122020;2020;5711000969;Schillingshof;1414;552;501;361;1166;248;127;92;29;526;201;39;96
31122020;2020;5711000970;Buschkamp (inkl. Togdrang);3005;1039;998;968;2299;706;324;293;89;1101;608;81;176
31122020;2020;5711000971;Windelsbleiche;2985;1034;904;1047;2160;825;402;302;121;960;661;129;201
31122020;2020;5711000972;Windflöte;2149;863;630;656;1662;487;214;196;77;664;388;86;148
31122019;2019;5711000001;Alt- und Neustadt;1968;1400;395;173;1806;162;114;36;12;337;120;35;76
31122019;2019;5711000002;Kesselbrink;1968;1369;378;221;1798;170;93;46;31;340;137;22;100
31122019;2019;5711000003;Pauluskirche;2671;1716;559;396;2340;331;156;117;58;489;226;82;158
31122019;2019;5711000004;Dürkopp;1698;1047;393;258;1478;220;124;65;31;355;165;37;94
31122019;2019;5711000005;Landgericht;2143;1376;481;286;1901;242;159;62;21;436;182;46;103
31122019;2019;5711000006;Siegfriedplatz (inkl. Upmannstift);6992;4299;1627;1066;6057;935;548;321;66;1474;704;182;333
31122019;2019;5711000007;Nordpark;2433;1575;494;364;2117;316;146;117;53;425;227;70;136
31122019;2019;5711000008;Stadtwerke;1715;1110;366;239;1512;203;106;53;44;332;133;58;82
31122019;2019;5711000009;Güterbahnhof-Ost;1415;762;356;297;1149;266;121;86;59;320;219;32;82
31122019;2019;5711000010;Hammer-Mühle;6425;3625;1581;1219;5376;1049;548;348;153;1440;792;208;360
31122019;2019;5711000011;Königsbrügge (i.Betriebs. Sieker);4776;2594;1267;915;3941;835;451;276;108;1136;592;205;249
31122019;2019;5711000012;Brands Busch;1523;859;397;267;1312;211;104;76;31;387;172;34;71
31122019;2019;5711000013;Stauteiche (inkl. Großmarkt);2457;1198;693;566;1995;462;219;172;71;665;333;104;157
31122019;2019;5711000014;Heeper Fichten;5980;3390;1486;1104;5005;975;497;314;164;1290;700;235;365
31122019;2019;5711000015;Fuhrpark (inkl. Kammerratsheide);1754;976;430;348;1435;319;146;111;62;369;230;79;100
31122019;2019;5711000016;Bauerschaft Schildesche;827;354;233;240;619;208;92;70;46;211;154;50;58
31122019;2019;5711000117;Vorwerk Schildesche;3328;1419;992;917;2576;752;357;274;121;984;582;136;207
31122019;2019;5711000118;Schildesche;1237;606;362;269;1020;217;103;74;40;355;163;44;69
31122019;2019;5711000119;Johannesstift;1946;924;543;479;1564;382;190;133;59;549;301;64;108
31122019;2019;5711000120;Sudbrack;4943;2758;1273;912;4206;737;394;253;90;1232;568;146;239
31122019;2019;5711000121;Untertheesen;3011;1546;845;620;2521;490;277;153;60;841;379;94;151
31122019;2019;5711000122;Bültmannskrug;978;491;303;184;844;134;59;56;19;317;115;17;38
31122019;2019;5711000123;Gellershagen;3648;1990;942;716;3004;644;360;220;64;843;487;140;188
31122019;2019;5711000124;Bültmannshof;2351;1134;703;514;1911;440;210;189;41;658;338;80;141
31122019;2019;5711000125;Universität (inkl. Sieben Hügel);1275;782;362;131;1174;101;40;41;20;361;97;3;32
31122019;2019;5711000226;Johannistal;1414;701;413;300;1156;258;143;78;37;393;212;41;67
31122019;2019;5711000227;Bethel;1185;703;277;205;1037;148;71;59;18;246;106;35;95
31122019;2019;5711000228;Eggeweg (inkl. Osningpaß);2673;1394;666;613;2204;469;223;177;69;666;382;71;160
31122019;2019;5711000329;Rosenhöhe;1385;667;416;302;1158;227;105;93;29;428;173;40;77
31122019;2019;5711000330;Kammerich;3421;1689;884;848;2708;713;356;245;112;839;550;134;209
31122019;2019;5711000331;Frerks Hof;1571;797;408;366;1306;265;129;89;47;424;201;52;97
31122019;2019;5711000332;Brackwede-Mitte;1325;683;387;255;1110;215;120;70;25;370;163;43;66
31122019;2019;5711000333;Bahnhof-Brackwede;1576;722;424;430;1256;320;149;106;65;451;258;56;89
31122019;2019;5711000334;Kupferhammer;610;255;190;165;481;129;56;60;13;203;95;30;27
31122019;2019;5711000335;Brock (inkl. Südwestfeld);2197;899;652;646;1720;477;223;179;75;706;384;73;135
31122019;2019;5711000336;Ummeln (inkl. Holtkamp);3465;1423;1084;958;2744;721;359;245;117;1111;544;154;233
31122019;2019;5711000337;Kupferheide;1069;308;352;409;761;308;142;120;46;386;263;36;76
31122019;2019;5711000338;Quelle;3069;1190;911;968;2335;734;336;296;102;1004;595;110;170
31122019;2019;5711000439;Hoberge-Uerentrup (i. Wolfskuhle);1759;690;602;467;1383;376;185;159;32;613;324;43;89
31122019;2019;5711000440;Pappelkrug (inkl. Wellensiek);2683;1395;753;535;2240;443;207;176;60;718;327;89;154
31122019;2019;5711000441;Großdornberg (inkl. Kirchdornberg);1566;756;480;330;1307;259;135;95;29;485;203;48;74
31122019;2019;5711000442;Babenhausen-Ost;1026;516;335;175;877;149;71;69;9;313;121;23;53
31122019;2019;5711000443;Babenhausen;1542;642;464;436;1218;324;141;137;46;503;290;29;78
31122019;2019;5711000444;Niederdornberg-Schröttinghausen;1226;373;452;401;935;291;139;118;34;484;232;42;95
31122019;2019;5711000545;Jöllenbeck-West;2482;903;850;729;1982;500;257;201;42;927;421;59;172
31122019;2019;5711000546;Jöllenbeck-Ost;3793;1311;1222;1260;2855;938;399;368;171;1307;749;149;277
31122019;2019;5711000547;Theesen;1986;758;709;519;1610;376;191;141;44;766;314;50;98
31122019;2019;5711000548;Vilsendorf;1902;670;606;626;1446;456;189;195;72;683;384;56;109
31122019;2019;5711000649;Grafenheide;1962;701;589;672;1470;492;221;187;84;672;409;70;110
31122019;2019;5711000650;Lämmkenstatt;1380;464;477;439;1047;333;150;124;59;508;285;35;88
31122019;2019;5711000651;Welscher (inkl. Jerrendorf);807;336;237;234;625;182;96;58;28;239;150;25;57
31122019;2019;5711000652;Baumheide (inkl. Halhof);3446;1353;987;1106;2528;918;392;304;222;930;661;211;291
31122019;2019;5711000653;Milse;2529;767;803;959;1841;688;292;230;166;916;565;95;186
31122019;2019;5711000654;Altenhagen;2155;710;682;763;1589;566;262;195;109;749;445;96;155
31122019;2019;5711000655;Windwehe (inkl. Brönninghausen);2253;723;719;811;1674;579;258;227;94;833;505;61;131
31122019;2019;5711000656;Tieplatz;1147;558;331;258;947;200;98;70;32;325;149;38;77
31122019;2019;5711000657;Heeper Holz;3135;1340;1020;775;2514;621;368;191;62;1005;493;111;186
31122019;2019;5711000658;Oldentrup-West (i. Oldentrup-Ost);2095;769;654;672;1575;520;226;185;109;707;415;89;115
31122019;2019;5711000759;Dingerdissen;1577;487;495;595;1146;431;205;165;61;590;359;53;88
31122019;2019;5711000760;Ubbedissen (inkl. Lämershagen);1407;471;464;472;1070;337;160;126;51;529;297;30;80
31122019;2019;5711000761;Hillegossen;2589;987;818;784;2031;558;270;194;94;885;453;89;175
31122019;2019;5711000762;Stieghorst stb;4629;2007;1426;1196;3685;944;459;317;168;1425;716;193;288
31122019;2019;5711000763;Sieker;2449;977;675;797;1761;688;293;217;178;649;517;137;169
31122019;2019;5711000764;Rütli (inkl. Lonnerbach);2209;1044;638;527;1824;385;185;148;52;656;288;78;143
31122019;2019;5711000865;Dalbke;912;274;279;359;666;246;104;91;51;348;215;22;53
31122019;2019;5711000866;Eckardtsheim;1544;592;457;495;1184;360;150;133;77;508;292;58;94
31122019;2019;5711000867;Südstadt;1945;756;612;577;1456;489;209;185;95;580;364;93;152
31122019;2019;5711000868;Sennestadt (Sennest.-I.,Wrachtr.L.);5644;2485;1688;1471;4434;1210;572;415;223;1658;907;250;344
31122019;2019;5711000969;Schillingshof;1408;546;491;371;1162;246;126;91;29;529;205;33;95
31122019;2019;5711000970;Buschkamp (inkl. Togdrang);2981;1031;1004;946;2281;700;325;283;92;1087;613;77;173
31122019;2019;5711000971;Windelsbleiche;2973;1020;892;1061;2142;831;386;325;120;957;653;137;206
31122019;2019;5711000972;Windflöte;2175;883;634;658;1688;487;222;182;83;672;389;84;147
31122018;2018;5711000001;Alt- und Neustadt;2010;1435;392;183;1852;158;108;41;9;341;120;30;84
31122018;2018;5711000002;Kesselbrink;2039;1419;408;212;1868;171;97;50;24;358;131;32;99
31122018;2018;5711000003;Pauluskirche;2793;1808;579;406;2461;332;158;117;57;515;233;81;156
31122018;2018;5711000004;Dürkopp;1671;1036;383;252;1465;206;105;72;29;363;156;40;76
31122018;2018;5711000005;Landgericht;2141;1358;484;299;1882;259;168;70;21;441;188;54;100
31122018;2018;5711000006;Siegfriedplatz (inkl. Upmannstift);7000;4268;1658;1074;6068;932;531;324;77;1509;705;178;340
31122018;2018;5711000007;Nordpark;2475;1594;503;378;2152;323;173;101;49;438;224;80;139
31122018;2018;5711000008;Stadtwerke;1687;1084;370;233;1497;190;96;59;35;337;131;53;82
31122018;2018;5711000009;Güterbahnhof-Ost;1485;739;430;316;1205;280;123;93;64;395;220;49;82
31122018;2018;5711000010;Hammer-Mühle;6423;3608;1608;1207;5398;1025;523;353;149;1456;773;202;384
31122018;2018;5711000011;Königsbrügge (i.Betriebs. Sieker);4711;2519;1256;936;3859;852;451;295;106;1144;615;206;227
31122018;2018;5711000012;Brands Busch;1545;891;383;271;1331;214;111;74;29;379;176;31;68
31122018;2018;5711000013;Stauteiche (inkl. Großmarkt);2476;1222;676;578;2025;451;212;177;62;663;325;112;154
31122018;2018;5711000014;Heeper Fichten;5942;3337;1500;1105;4965;977;506;313;158;1310;691;242;362
31122018;2018;5711000015;Fuhrpark (inkl. Kammerratsheide);1779;975;457;347;1457;322;167;91;64;378;231;81;114
31122018;2018;5711000016;Bauerschaft Schildesche;819;355;237;227;613;206;92;72;42;208;153;52;51
31122018;2018;5711000117;Vorwerk Schildesche;3302;1420;982;900;2569;733;346;272;115;971;573;129;209
31122018;2018;5711000118;Schildesche;1215;586;361;268;1001;214;99;72;43;351;168;41;69
31122018;2018;5711000119;Johannesstift;1894;881;532;481;1507;387;192;136;59;529;305;69;110
31122018;2018;5711000120;Sudbrack;4932;2714;1295;923;4178;754;398;260;96;1239;579;149;251
31122018;2018;5711000121;Untertheesen;2971;1505;830;636;2484;487;263;162;62;854;382;84;146
31122018;2018;5711000122;Bültmannskrug;842;416;247;179;704;138;64;57;17;261;119;16;30
31122018;2018;5711000123;Gellershagen;3631;1963;945;723;2976;655;368;224;63;847;489;143;189
31122018;2018;5711000124;Bültmannshof;2339;1118;715;506;1914;425;195;187;43;671;325;80;145
31122018;2018;5711000125;Universität (inkl. Sieben Hügel);1187;712;346;129;1094;93;32;41;20;345;90;3;37
31122018;2018;5711000226;Johannistal;1384;677;403;304;1134;250;135;77;38;390;207;40;70
31122018;2018;5711000227;Bethel;1241;762;294;185;1107;134;69;49;16;253;93;37;96
31122018;2018;5711000228;Eggeweg (inkl. Osningpaß);2676;1378;674;624;2201;475;220;184;71;663;387;69;179
31122018;2018;5711000329;Rosenhöhe;1386;652;416;318;1147;239;118;88;33;427;184;40;83
31122018;2018;5711000330;Kammerich;3461;1714;886;861;2751;710;358;247;105;861;557;127;202
31122018;2018;5711000331;Frerks Hof;1566;792;411;363;1305;261;120;96;45;425;207;42;100
31122018;2018;5711000332;Brackwede-Mitte;1326;685;381;260;1110;216;115;69;32;364;157;49;71
31122018;2018;5711000333;Bahnhof-Brackwede;1576;714;444;418;1252;324;152;110;62;452;255;60;95
31122018;2018;5711000334;Kupferhammer;604;245;189;170;470;134;64;55;15;200;102;30;27
31122018;2018;5711000335;Brock (inkl. Südwestfeld);2175;891;664;620;1722;453;218;169;66;715;362;73;134
31122018;2018;5711000336;Ummeln (inkl. Holtkamp);3438;1418;1087;933;2726;712;376;232;104;1094;533;156;237
31122018;2018;5711000337;Kupferheide;1098;312;366;420;772;326;150;127;49;394;278;39;75
31122018;2018;5711000338;Quelle;3025;1152;923;950;2295;730;351;289;90;994;596;109;174
31122018;2018;5711000439;Hoberge-Uerentrup (i. Wolfskuhle);1833;765;588;480;1461;372;191;145;36;617;322;37;92
31122018;2018;5711000440;Pappelkrug (inkl. Wellensiek);2592;1311;743;538;2133;459;226;174;59;711;339;95;136
31122018;2018;5711000441;Großdornberg (inkl. Kirchdornberg);1549;736;467;346;1284;265;142;94;29;487;216;44;66
31122018;2018;5711000442;Babenhausen-Ost;1033;516;339;178;875;158;75;73;10;309;125;26;57
31122018;2018;5711000443;Babenhausen;1555;676;474;405;1258;297;138;119;40;508;260;31;80
31122018;2018;5711000444;Niederdornberg-Schröttinghausen;1188;360;436;392;915;273;146;99;28;483;213;41;91
31122018;2018;5711000545;Jöllenbeck-West;2495;911;848;736;2002;493;237;208;48;948;412;67;157
31122018;2018;5711000546;Jöllenbeck-Ost;3754;1291;1228;1235;2823;931;402;362;167;1292;749;147;275
31122018;2018;5711000547;Theesen;1957;749;698;510;1594;363;183;143;37;749;306;44;109
31122018;2018;5711000548;Vilsendorf;1864;674;575;615;1419;445;187;180;78;658;373;60;99
31122018;2018;5711000649;Grafenheide;1971;701;589;681;1476;495;224;187;84;672;407;74;117
31122018;2018;5711000650;Lämmkenstatt;1383;461;474;448;1044;339;158;126;55;513;281;43;85
31122018;2018;5711000651;Welscher (inkl. Jerrendorf);819;352;242;225;642;177;98;55;24;241;143;28;55
31122018;2018;5711000652;Baumheide (inkl. Halhof);3472;1360;1003;1109;2553;919;407;298;214;949;649;227;287
31122018;2018;5711000653;Milse;2527;750;808;969;1834;693;293;243;157;917;575;94;191
31122018;2018;5711000654;Altenhagen;2136;674;661;801;1561;575;269;196;110;757;453;93;159
31122018;2018;5711000655;Windwehe (inkl. Brönninghausen);2253;704;718;831;1666;587;257;232;98;834;514;56;145
31122018;2018;5711000656;Tieplatz;1144;556;330;258;944;200;104;66;30;318;150;32;88
31122018;2018;5711000657;Heeper Holz;3107;1345;995;767;2492;615;370;183;62;989;473;114;186
31122018;2018;5711000658;Oldentrup-West (i. Oldentrup-Ost);2091;767;648;676;1567;524;228;199;97;704;425;84;111
31122018;2018;5711000759;Dingerdissen;1566;482;494;590;1132;434;203;166;65;577;363;58;86
31122018;2018;5711000760;Ubbedissen (inkl. Lämershagen);1377;445;472;460;1049;328;151;133;44;524;286;32;90
31122018;2018;5711000761;Hillegossen;2581;991;807;783;2036;545;263;197;85;890;437;93;170
31122018;2018;5711000762;Stieghorst stb;4653;2011;1438;1204;3675;978;482;325;171;1425;735;204;278
31122018;2018;5711000763;Sieker;2443;959;662;822;1744;699;309;212;178;652;535;134;163
31122018;2018;5711000764;Rütli (inkl. Lonnerbach);2193;1034;643;516;1818;375;188;130;57;657;280;75;147
31122018;2018;5711000865;Dalbke;907;254;267;386;631;276;124;97;55;334;243;24;52
31122018;2018;5711000866;Eckardtsheim;1588;635;451;502;1228;360;153;139;68;507;290;59;97
31122018;2018;5711000867;Südstadt;1926;765;605;556;1452;474;198;178;98;573;341;106;141
31122018;2018;5711000868;Sennestadt (Sennest.-I.,Wrachtr.L.);5613;2476;1681;1456;4451;1162;558;399;205;1674;869;243;351
31122018;2018;5711000969;Schillingshof;1405;541;492;372;1157;248;131;91;26;524;201;38;101
31122018;2018;5711000970;Buschkamp (inkl. Togdrang);2975;1009;1040;926;2279;696;313;290;93;1118;607;74;167
31122018;2018;5711000971;Windelsbleiche;2958;1004;893;1061;2122;836;391;323;122;950;652;142;210
31122018;2018;5711000972;Windflöte;2170;873;644;653;1685;485;227;176;82;680;385;82;150
31122017;2017;5711000001;Alt- und Neustadt;1996;1401;430;165;1849;147;97;41;9;361;110;31;93
31122017;2017;5711000002;Kesselbrink;2004;1397;394;213;1830;174;104;50;20;344;134;31;98
31122017;2017;5711000003;Pauluskirche;2753;1750;594;409;2415;338;160;123;55;523;237;83;160
31122017;2017;5711000004;Dürkopp;1666;1052;365;249;1460;206;106;69;31;346;158;34;76
31122017;2017;5711000005;Landgericht;2164;1372;488;304;1904;260;161;75;24;444;188;58;102
31122017;2017;5711000006;Siegfriedplatz (inkl. Upmannstift);7039;4319;1637;1083;6100;939;535;327;77;1494;699;206;321
31122017;2017;5711000007;Nordpark;2443;1557;498;388;2105;338;180;104;54;427;234;86;139
31122017;2017;5711000008;Stadtwerke;1597;1028;343;226;1411;186;95;63;28;308;124;54;83
31122017;2017;5711000009;Güterbahnhof-Ost;1188;654;306;228;984;204;86;84;34;258;153;41;82
31122017;2017;5711000010;Hammer-Mühle;6408;3640;1568;1200;5389;1019;522;353;144;1417;776;201;374
31122017;2017;5711000011;Königsbrügge (i.Betriebs. Sieker);4666;2532;1217;917;3838;828;440;275;113;1117;594;197;226
31122017;2017;5711000012;Brands Busch;1567;920;382;265;1361;206;106;72;28;373;172;27;75
31122017;2017;5711000013;Stauteiche (inkl. Großmarkt);2495;1218;689;588;2031;464;226;173;65;671;335;115;156
31122017;2017;5711000014;Heeper Fichten;5945;3352;1502;1091;4975;970;514;303;153;1305;674;255;359
31122017;2017;5711000015;Fuhrpark (inkl. Kammerratsheide);1758;959;438;361;1434;324;165;97;62;380;243;73;103
31122017;2017;5711000016;Bauerschaft Schildesche;813;345;235;233;604;209;97;73;39;208;156;52;52
31122017;2017;5711000117;Vorwerk Schildesche;3265;1376;987;902;2516;749;362;286;101;970;574;142;203
31122017;2017;5711000118;Schildesche;1197;562;368;267;988;209;96;75;38;365;165;39;66
31122017;2017;5711000119;Johannesstift;1875;870;538;467;1500;375;177;138;60;539;294;69;103
31122017;2017;5711000120;Sudbrack;4896;2683;1302;911;4145;751;405;257;89;1230;573;149;261
31122017;2017;5711000121;Untertheesen;2960;1505;810;645;2483;477;243;173;61;853;381;75;146
31122017;2017;5711000122;Bültmannskrug;845;423;238;184;708;137;65;52;20;255;117;19;31
31122017;2017;5711000123;Gellershagen;3651;1962;978;711;2990;661;373;222;66;862;478;169;180
31122017;2017;5711000124;Bültmannshof;2363;1120;747;496;1933;430;213;177;40;677;320;93;153
31122017;2017;5711000125;Universität (inkl. Sieben Hügel);1227;728;354;145;1124;103;40;43;20;355;97;5;42
31122017;2017;5711000226;Johannistal;1390;682;421;287;1143;247;134;83;30;396;203;40;69
31122017;2017;5711000227;Bethel;1222;742;291;189;1088;134;68;47;19;233;89;41;117
31122017;2017;5711000228;Eggeweg (inkl. Osningpaß);2675;1362;681;632;2174;501;236;197;68;650;399;87;177
31122017;2017;5711000329;Rosenhöhe;1360;639;433;288;1148;212;109;75;28;437;162;41;81
31122017;2017;5711000330;Kammerich;3487;1759;869;859;2791;696;350;235;111;852;547;129;200
31122017;2017;5711000331;Frerks Hof;1574;791;423;360;1313;261;122;92;47;430;204;43;106
31122017;2017;5711000332;Brackwede-Mitte;1339;687;402;250;1124;215;117;70;28;371;155;55;71
31122017;2017;5711000333;Bahnhof-Brackwede;1580;717;437;426;1238;342;175;106;61;431;259;71;102
31122017;2017;5711000334;Kupferhammer;601;237;204;160;471;130;66;51;13;208;95;34;27
31122017;2017;5711000335;Brock (inkl. Südwestfeld);2169;867;666;636;1703;466;236;156;74;729;378;70;125
31122017;2017;5711000336;Ummeln (inkl. Holtkamp);3385;1361;1081;943;2687;698;349;244;105;1102;537;141;244
31122017;2017;5711000337;Kupferheide;1073;293;365;415;748;325;155;125;45;394;271;45;70
31122017;2017;5711000338;Quelle;3003;1148;905;950;2264;739;373;280;86;978;598;111;168
31122017;2017;5711000439;Hoberge-Uerentrup (i. Wolfskuhle);1778;720;568;490;1395;383;206;138;39;597;331;40;90
31122017;2017;5711000440;Pappelkrug (inkl. Wellensiek);2664;1355;745;564;2202;462;218;192;52;740;344;99;126
31122017;2017;5711000441;Großdornberg (inkl. Kirchdornberg);1549;727;465;357;1271;278;152;97;29;488;226;42;66
31122017;2017;5711000442;Babenhausen-Ost;1032;523;338;171;877;155;79;67;9;313;119;28;49
31122017;2017;5711000443;Babenhausen;1542;690;476;376;1286;256;117;103;36;521;224;26;81
31122017;2017;5711000444;Niederdornberg-Schröttinghausen;1170;360;434;376;909;261;139;91;31;474;202;37;97
31122017;2017;5711000545;Jöllenbeck-West;2468;875;857;736;1963;505;264;193;48;952;423;65;153
31122017;2017;5711000546;Jöllenbeck-Ost;3730;1291;1221;1218;2807;923;412;358;153;1275;745;146;273
31122017;2017;5711000547;Theesen;1975;746;690;539;1592;383;194;149;40;752;322;53;102
31122017;2017;5711000548;Vilsendorf;1805;653;542;610;1375;430;174;181;75;638;356;61;97
31122017;2017;5711000649;Grafenheide;1991;706;589;696;1482;509;221;206;82;670;410;88;117
31122017;2017;5711000650;Lämmkenstatt;1403;469;475;459;1056;347;166;124;57;513;290;43;88
